"source","target","weight","type","rank1","rank2","rank3","rank4","rank5"
"assigned", "identifier", 0.7300, "undirected", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "Letter: Mayoka Warns About Identity Theft - Patch.com", "Letter: Mayoka Warns About Identity Theft - Patch.com", "Jeff Hindenach:  Best Ways to Avoid Identity Theft During Tax Season", "Identity Theft: Pair Arrested in Traffic Stop With Fake ID, Stolen Car - Patch.com"
"assigned", "female", 0.9426, "undirected", "Riverside stolen car case leads to identity fraud arrests - abc7.com", "Identity Theft: Pair Arrested in Traffic Stop With Fake ID, Stolen Car - Patch.com", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "IRS gets help fighting identity theft tax fraud - Tbo.com", "Letter: Mayoka Warns About Identity Theft - Patch.com"
"assigned", "birth", 0.9941, "undirected", "Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com", "5-year-olds victims of identity theft - The Hill (blog)", "Facebook users risk identity theft, says famous ex-conman - CBS 21", "Facebook users risk identity theft - RT", "Providence man sentenced to 2 years in identity-theft scheme - The Providence Journal"
"assigned", "certification", 0.9007, "undirected", "Wanna buy a loophole? Trickster turns corporate identity theft into online ... - The Verge", "5-year-olds victims of identity theft - The Hill (blog)", "Woman Sentenced in Morgan Nick Identity Theft Case - 5NEWSOnline.com - Ft. Smith, Fayetteville, Bentonville  News & Weather - KFSM KXNW Television", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "IRS gets help fighting identity theft tax fraud - Tbo.com"
"assigned", "agency", 0.9445, "undirected", "Free ways to protect against identity theft - CNET", "Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft", "Contact 6: Tips to protect yourself against identity theft - fox6now.com", "Jason Alderman:  Fixing Errors on Your Credit Report", "FTC: Explosion Of Tax Identity Theft Swamps Growth In Other Consumer ... - Forbes"
"assigned", "level", 0.9498, "undirected", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "IRS gets help fighting identity theft tax fraud - Tbo.com", "Letter: Mayoka Warns About Identity Theft - Patch.com", "Letter: Mayoka Warns About Identity Theft - Patch.com", "IRS seeing spike in identity theft cases - Tucson News Now"
"assigned", "mothers", 0.9111, "undirected", "Reality Check: Identity Theft Happens to the Best of Us - BU Quad", "Woman Sentenced in Morgan Nick Identity Theft Case - 5NEWSOnline.com - Ft. Smith, Fayetteville, Bentonville  News & Weather - KFSM KXNW Television", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "Identity Theft Problem Growing - KIMT", "I-Team Investigates Identity Theft Targets In Texas - "
"assigned", "series", 0.9233, "undirected", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "Letter: Mayoka Warns About Identity Theft - Patch.com", "Letter: Mayoka Warns About Identity Theft - Patch.com", "IRS gets help fighting identity theft tax fraud - Tbo.com", "IRS seeing spike in identity theft cases - Tucson News Now"
"assigned", "ssn", 0.9096, "undirected", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "IRS seeing spike in identity theft cases - Tucson News Now", "Action Line: Tax identity theft protection takes effort - Tulsa World", "Jeff Hindenach:  Best Ways to Avoid Identity Theft During Tax Season", "Identity theft and taxpayers IRS Tax Tips - News Item"
"assigned", "tax", 0.8649, "undirected", " IRS Announces Crack Down ", "Jason Alderman:  Avoiding Tax Refund Identity Fraud", " A 'Tsunami' Of Tax Fraud Slams Miami", "Action Line: Tax identity theft protection takes effort - Tulsa World", "Identity theft and taxpayers IRS Tax Tips - News Item"
"assigned", "sign", 0.8855, "undirected", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "Letter: Mayoka Warns About Identity Theft - Patch.com", "Letter: Mayoka Warns About Identity Theft - Patch.com", "IRS gets help fighting identity theft tax fraud - Tbo.com", "Jeff Hindenach:  Best Ways to Avoid Identity Theft During Tax Season"
"assigned", "pay", 0.9568, "undirected", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", " IRS Announces Crack Down ", "Jeff Hindenach:  Best Ways to Avoid Identity Theft During Tax Season", "Letter: Mayoka Warns About Identity Theft - Patch.com", "Letter: Mayoka Warns About Identity Theft - Patch.com"
"assigned", "proof", 0.9409, "undirected", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "Letter: Mayoka Warns About Identity Theft - Patch.com", "Letter: Mayoka Warns About Identity Theft - Patch.com", "IRS gets help fighting identity theft tax fraud - Tbo.com", "IRS seeing spike in identity theft cases - Tucson News Now"
"assigned", "speed", 0.6416, "undirected", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "IRS gets help fighting identity theft tax fraud - Tbo.com", " A 'Tsunami' Of Tax Fraud Slams Miami", "IRS seeing spike in identity theft cases - Tucson News Now", "Letter: Mayoka Warns About Identity Theft - Patch.com"
"assigned", "ship", 0.7055, "undirected", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "Lisa M. Dietlin:  Making a Difference: The World of Giving - The Holidays and Theft", "Letter: Mayoka Warns About Identity Theft - Patch.com", "Letter: Mayoka Warns About Identity Theft - Patch.com"
"assigned", "shopping", 0.9933, "undirected", "Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone", "Lisa M. Dietlin:  Making a Difference: The World of Giving - The Holidays and Theft", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "Week in Review: Identity Theft; Pot Charges on I-77; and Effects of Sequester ... - Patch.com", "How to prevent identity theft - CBS News"
"assigned", "medicare", 0.8691, "undirected", "James Berman:  The Five Steps for Financial Fitness", " A 'Tsunami' Of Tax Fraud Slams Miami", "IRS gets help fighting identity theft tax fraud - Tbo.com", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "Letter: Mayoka Warns About Identity Theft - Patch.com"
"assigned", "rank", 0.9683, "undirected", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "IRS gets help fighting identity theft tax fraud - Tbo.com", "Letter: Mayoka Warns About Identity Theft - Patch.com", "Letter: Mayoka Warns About Identity Theft - Patch.com", "IRS seeing spike in identity theft cases - Tucson News Now"
"assigned", "website", 0.9963, "undirected", "Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Avoiding identity theft-related tax refund fraud - Plain Dealer", "Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com", "Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter"
"assigned", "email", 0.9939, "undirected", "Avoiding identity theft-related tax refund fraud - Plain Dealer", "Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense", "Jeff Hindenach:  Best Ways to Avoid Identity Theft During Tax Season", "IRS seeing spike in identity theft cases - Tucson News Now", "How to Defend Against Identity Theft This Tax Season - CNBC.com"
"assigned", "refund", 0.8369, "undirected", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com", "Jason Alderman:  Avoiding Tax Refund Identity Fraud", "Identity Theft Is Rampant at Tax Time. Here's How to Avoid It - CNBC.com", "IRS identity theft crackdown leads to 109 arrests - USA TODAY"
"assigned", "administrator", 0.9904, "undirected", "Shredding identity theft in Jackson County - KFVS", "IRS gets help fighting identity theft tax fraud - Tbo.com", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "Hundreds shred it to avoid becoming a victim of ID theft - WLOX", "Letter: Mayoka Warns About Identity Theft - Patch.com"
"assigned", "registration", 0.9782, "undirected", "Editorial: Countering ID theft requires better awareness campaigns - Engadget", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "Riverside stolen car case leads to identity fraud arrests - abc7.com", "Identity Theft: Pair Arrested in Traffic Stop With Fake ID, Stolen Car - Patch.com", "Letter: Mayoka Warns About Identity Theft - Patch.com"
"assigned", "military", 0.9536, "undirected", "Jason Alderman:  Should You Hire a Tax Preparer?", "IRS identity theft crackdown leads to 109 arrests - USA TODAY", "IRS gets help fighting identity theft tax fraud - Tbo.com", "Letter: Mayoka Warns About Identity Theft - Patch.com", "Letter: Mayoka Warns About Identity Theft - Patch.com"
"assigned", "identity", 0.8735, "undirected", "Have You Ever Been a Victim of Identity Theft? - Lifehacker", "Identity theft reaches three year high - CW39 NewsFix", "Keep Your Identity: Catching identity theft early as important as detecting an ... - Naples Daily News", "Letter: Mayoka Warns About Identity Theft - Patch.com", "Letter: Mayoka Warns About Identity Theft - Patch.com"
"assistance", "degree", 0.9977, "undirected", "Department of Revenue: 30 People Claim Identity Theft - WLTX.com", "Office manager of Cortland car lot arrested for identity theft - WREX-TV", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Letter: Mayoka Warns About Identity Theft - Patch.com", "Letter: Mayoka Warns About Identity Theft - Patch.com"
"assistance", "connection", 0.9804, "undirected", "Department of Revenue: 30 People Claim Identity Theft - WLTX.com", "Office manager of Cortland car lot arrested for identity theft - WREX-TV", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Letter: Mayoka Warns About Identity Theft - Patch.com", "Letter: Mayoka Warns About Identity Theft - Patch.com"
"assistance", "design", 0.7745, "undirected", "Department of Revenue: 30 People Claim Identity Theft - WLTX.com", "Office manager of Cortland car lot arrested for identity theft - WREX-TV", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", " Identity Thieves Just Love Apple", "Letter: Mayoka Warns About Identity Theft - Patch.com"
"assistance", "tax", 0.9945, "undirected", " IRS Announces Crack Down ", "Jason Alderman:  Avoiding Tax Refund Identity Fraud", "Department of Revenue: 30 People Claim Identity Theft - WLTX.com", " A 'Tsunami' Of Tax Fraud Slams Miami", "Action Line: Tax identity theft protection takes effort - Tulsa World"
"assistance", "sign", 0.9118, "undirected", "Department of Revenue: 30 People Claim Identity Theft - WLTX.com", "Office manager of Cortland car lot arrested for identity theft - WREX-TV", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Letter: Mayoka Warns About Identity Theft - Patch.com", "Letter: Mayoka Warns About Identity Theft - Patch.com"
"assistance", "dependants", 0.9740, "undirected", "Department of Revenue: 30 People Claim Identity Theft - WLTX.com", "Office manager of Cortland car lot arrested for identity theft - WREX-TV", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Jason Alderman:  Should You Hire a Tax Preparer?", "Letter: Mayoka Warns About Identity Theft - Patch.com"
"assistance", "secure", 0.8481, "undirected", "Department of Revenue: 30 People Claim Identity Theft - WLTX.com", "Office manager of Cortland car lot arrested for identity theft - WREX-TV", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Keep Your Identity: Catching identity theft early as important as detecting an ... - Naples Daily News", "Letter: Mayoka Warns About Identity Theft - Patch.com"
"assistance", "accounts", 0.9913, "undirected", "Department of Revenue: 30 People Claim Identity Theft - WLTX.com", "Identity Theft Ringleader Gets 12-Year Prison Sentence - Federal Bureau of Investigation (press release)", "Office manager of Cortland car lot arrested for identity theft - WREX-TV", "LSO Investigating Two Cases of Identity Theft - 1011now", "Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense"
"assistance", "occupations", 0.9848, "undirected", "Department of Revenue: 30 People Claim Identity Theft - WLTX.com", "Office manager of Cortland car lot arrested for identity theft - WREX-TV", "Occupational Therapist Impersonator Sentenced to Prison for Mail Fraud and ... - 7thSpace Interactive (press release)", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Letter: Mayoka Warns About Identity Theft - Patch.com"
