"source","target","weight","type","rank1","rank2","rank3","rank4","rank5"
"express","administr","0.9868","undirected","Shredding identity theft in Jackson County - KFVS","Hundreds shred it to avoid becoming a victim of ID theft - WLOX","Community Shred Day Aims to Stop Identity Theft - WTOK","Armenian Hoodlum Involved In Massive LA-OC Identity Theft Ring Gets Prison - OC Weekly (blog)"," Identity Thieves Just Love Apple"
"express","android","0.9591","undirected","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime"," Identity Thieves Just Love Apple","Armenian Hoodlum Involved In Massive LA-OC Identity Theft Ring Gets Prison - OC Weekly (blog)"
"express","mortgag","0.9895","undirected","Vernon man accused of wire fraud and identity theft in Florida - Brattleboro Reformer"," Here's Where You're Most Likely To Get Scammed"," U.S. Busts Massive Fake ID Scheme","Local Agencies Warn Against Facebook Identity Theft - WIFR","Consumer Protection Week Focuses On Identity Theft - "
"express","equifax","0.9560","undirected","Armenian Hoodlum Involved In Massive LA-OC Identity Theft Ring Gets Prison - OC Weekly (blog)"," Identity Thieves Just Love Apple","Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft","Robert Siciliano:  Maryland Child Identity Lock Bill Is Useless","Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press"
"express","comput","0.6376","undirected"," Identity Thieves Just Love Apple","Michael Gregg:  Be Careful When Discarding Old Smartphones and Electronics","How to Defend Against Identity Theft This Tax Season - CNBC.com","Former bank worker faces computer, ID theft charges - Fairfield Citizen","Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)"
"express","internet","0.9790","undirected","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Identity Theft Tops The List Of Consumer Complaint List In 2012 - Business Insider","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Tax, wage ID theft tops FTC's list of most complaints - NBCNews.com (blog)","Tax refund fraud cases drive up ID theft complaints in 2012: Plain Dealing - Plain Dealer"
"express","student","0.9749","undirected","Ex-student admits guilt in ID theft case - U-T San Diego","LSC-Kingwood to host identity theft presentations - Your Houston News","Protecting yourself against fast growing crime of identity theft - WATE-TV","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime"
"ey","wallet","0.9573","undirected","How to prevent identity theft - CBS News","Identity Theft, Credit Card Fraud Reported to Batavia Police - Patch.com","Action Line: Minimize the risk of identity theft - Bakersfield Californian","Identity Theft Problem Growing - KIMT","Reality Check: Identity Theft Happens to the Best of Us - BU Quad"
"ey","color","0.6582","undirected","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Juliet Jeske:  Melissa McCarthy Is Obese -- So What?","Theft of Golf Clubs, Identity Theft - Patch.com","Identity Theft Problem Growing - KIMT","Facebook users risk identity theft, says famous ex-conman - CBS 21"
"ey","purchas","0.9995","undirected","Three arrested for identity theft profiling - Lodi News-Sentinel","Identity theft is taxing problem - Post-Bulletin","Elkton woman charged with identity theft, police seek other victims - Cecil Whig","PIN Problems: Fighting identity theft - WAFF","Jeanne Kelly:  'Spring Forward' to Protect Your Identity"
"ey","loan","0.9979","undirected","Jason Alderman:  Fixing Errors on Your Credit Report","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","New report shows identity theft is on the rise - KGET 17","Authorities searching for man accused of identity theft and fraud - KTBS","Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft"
"ey","school","0.9998","undirected","Ann Brenoff:  How I Spy On My Kids Online","Shredding identity theft in Jackson County - KFVS","Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Identity Theft Problem Growing - KIMT"
"ey","attach","0.9849","undirected","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Identity Theft Problem Growing - KIMT","Man finds identity theft device on access door to Union City bank - KTVU San Francisco","New report shows identity theft is on the rise - KGET 17","Bellevue police break up alleged identity theft ring - KOMO News"
"ey","appl","0.8691","undirected"," Identity Thieves Just Love Apple","Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)","The Circuit: FTC says identity theft is top consumer complaint - Washington Post (blog)","Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"ey","term","0.8883","undirected","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Identity Theft Problem Growing - KIMT","ID Theft Not Just Fodder For Wacky Comedies, Also Tops FTC's List Of Most ... - The Consumerist","Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune","Armenian Hoodlum Involved In Massive LA-OC Identity Theft Ring Gets Prison - OC Weekly (blog)"
"ey","secret","0.9663","undirected","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Share via e-mail - Boston Globe","Brother of Brighton man accused of running identity theft ring now faces ... - Boston.com","Mass. Man Arraigned In Alleged Identity Theft Scam - WBUR","Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)"
"ey","displai","0.9926","undirected","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Identity Theft Problem Growing - KIMT","Crimes Nearby: Police Break Up Identity Theft Ring - Patch.com","New report shows identity theft is on the rise - KGET 17","Juliet Jeske:  Melissa McCarthy Is Obese -- So What?"
"ey","male","0.9411","undirected","Riverside stolen car case leads to identity fraud arrests - abc7.com","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Identity Theft: Pair Arrested in Traffic Stop With Fake ID, Stolen Car - Patch.com","Theft of Golf Clubs, Identity Theft - Patch.com","Identity Theft Problem Growing - KIMT"
"ey","middl","0.9198","undirected","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Identity Theft Problem Growing - KIMT","Protecting yourself against fast growing crime of identity theft - WATE-TV","Men's Basketball: Identity theft - Observer Online","New report shows identity theft is on the rise - KGET 17"
"ey","onlin","0.8402","undirected","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","Ann Brenoff:  How I Spy On My Kids Online","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Elkton woman charged with identity theft, police seek other victims - Cecil Whig"
"ey","price","0.9998","undirected","Guarding against identity theft - WALB-TV","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Identity Theft Problem Growing - KIMT","Adam Levin:  Cybergeddon or Cybersanity? Identity Theft in 2013","Juliet Jeske:  Melissa McCarthy Is Obese -- So What?"
"ey","balanc","0.9635","undirected","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Identity Theft Problem Growing - KIMT","Adam Levin:  Cybergeddon or Cybersanity? Identity Theft in 2013","New report shows identity theft is on the rise - KGET 17","Jason Alderman:  Fixing Errors on Your Credit Report"
"ey","profil","0.9218","undirected","Facebook users risk identity theft - RT","Facebook users risk identity theft, says famous ex-conman - CBS 21","Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'"
"ey","public","0.9369","undirected","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com","Identity Theft Problem Growing - KIMT","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ"
"ey","bill","0.7486","undirected","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","New report shows identity theft is on the rise - KGET 17","Identity Theft Problem Growing - KIMT","Iowa House OKs Bill Making Identity Theft a Felony - KCRG","Seven charged with identity theft inside Davis County Jail - StandardNet"
"ey","photo","0.9470","undirected","Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Identity Theft Problem Growing - KIMT","Former bank worker faces computer, ID theft charges - Fairfield Citizen","Northeastern Junior College's Business Day provides tips on preventing ... - Journal-Advocate"
"ey","linkedin","0.9651","undirected","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud","Jonathan Rajewski:  How to Avoid Becoming a Victim of a 'Catfish'","Identity Theft Problem Growing - KIMT","Lifetree Café looks at problem of identity theft - Magnoliareporter"
"ey","ipad","0.8775","undirected"," Identity Thieves Just Love Apple","Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Identity Theft Problem Growing - KIMT","Identity theft: the fastest growing crime in America - Palm Beach Daily News"
"ey","flag","0.9817","undirected","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Identity Theft Problem Growing - KIMT","Adam Levin:  Cybergeddon or Cybersanity? Identity Theft in 2013","Ann Brenoff:  How I Spy On My Kids Online","Juliet Jeske:  Melissa McCarthy Is Obese -- So What?"
"ey","date","0.9787","undirected","Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com","5-year-olds victims of identity theft - The Hill (blog)","Theft of Golf Clubs, Identity Theft - Patch.com","Facebook users risk identity theft, says famous ex-conman - CBS 21","Facebook users risk identity theft - RT"
"ey","countri","0.9861","undirected","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","I-Team Investigates Identity Theft Targets In Texas - ","Tarun Wadhwa:  The  Washington Post  Got It Wrong: We Don't Need a National ID Card","Identity Theft Problem Growing - KIMT","ID Theft Not Just Fodder For Wacky Comedies, Also Tops FTC's List Of Most ... - The Consumerist"
"ey","identifi","0.9971","undirected","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Identity Theft Problem Growing - KIMT","New report shows identity theft is on the rise - KGET 17","Riverside stolen car case leads to identity fraud arrests - abc7.com","I-Team Investigates Identity Theft Targets In Texas - "
"ey","measur","0.5739","undirected","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Identity Theft Problem Growing - KIMT","New report shows identity theft is on the rise - KGET 17","Expert says credit monitoring fails to stop most identity-theft crime - Anderson Independent Mail","Wanna buy a loophole? Trickster turns corporate identity theft into online ... - The Verge"
"ey","express","0.9607","undirected","Reality Check: Identity Theft Happens to the Best of Us - BU Quad","Identity Theft Problem Growing - KIMT","Armenian Hoodlum Involved In Massive LA-OC Identity Theft Ring Gets Prison - OC Weekly (blog)"," Identity Thieves Just Love Apple","New report shows identity theft is on the rise - KGET 17"
